positive, thanks for adding passbook ability Hopefully we can do group passbook tickets in the future somehow
negative, yep certain it was on that flight
positive, they arrived Late Flight but pilots got us to DIA on time
positive, I would appreciate that Thank you
negative, I never got an email confirmation for my but the credit card was charged Phone wait time is crazy Is there a chat
negative, res chg no still on faster for hubby to DRIVE to airport to make change counter
neutral, Can my wife's RR points be transferred to my RR account
negative, my friends from Boston stuck in Denver Her name Jane Please contact her
negative, I but no one can find the bag and we need everything in it in the next two hours
negative, Wasn't able to sit in my seat since the guy next to me was using it
positive, Glad to know I'll be flying the luv airline tomorrow
negative, yes we did file a report and were treated rather rudely at midway baggage claim Now we wait days to get our luggage
negative, I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels GENIUS
negative, Just got companion pass and trying to add companion flgt but get Help
negative, I did Still haven't heard a thing
positive, thank you for great customer service Trying to make it to San Antonio and your staff and alerts have been helpful Boo ice
positive, open seating is like an open there's so much love for strangers
negative, I hope this isn't a real life scene out of the movie 'Flight'
neutral, thanksare flights operating now or Cancelled Flightled
neutral, we checked in right at mark Boarding C group with kids ages dnt want to be split What sld we do
negative, her name is Jane and she wanted was a call
positive, And this is why I love flying Southwest Excellent and you don't take yourselves too seriously
positive, what's even better is the price changed in the minutes since I talked to the lady and they still honored the
neutral, Helloare flights taking off from airport this noon Am supposed to travel on flight to San antonio
neutral, We invite to Fallow learn about our activitiesPrevention Programs of Health by FamilyWe R
neutral, unveils new including from
neutral, to start daily flights from Reagan to on
neutral, to end its daily flights from Reagan to on
neutral, to start flights from to OR on
neutral, to start daily flights from OH to on
neutral, to start flights from OH to on
negative, Password reset email is incredibly slow to arrive today Checked spam too Web site says a few but
neutral, Thank I may have already responded but was
negative, I've had TERRIBLE service in three airports in hours Glad they don't care we kind of need to be home
positive, Thanks Confirmation number just DMed Appreciate any help
negative, on hold for minno estimated answer time Any help here
negative, I'm going to start charging you for the consistent body pat downs Starting to feel like a piece of meat
negative, What's up with the wait times on your customer service line Tried on Fri and now I've been on for over min
neutral, Can you equip a with flamethrowers and a snow plow
neutral, unveils new including from via
negative, flight no delayed hours Another week another delayed flight
neutral, thanks for linking to Might be old news but this is my first flight
neutral, didn't realize no clothes until at hotel suggestions
neutral, may want to direct that to the people at tok
negative, bag in possession but no clothes in bag
negative, you're really going to let and get the best of you
negative, Please get back with my about my airtran credit I call and I'm being told that I but I never get back
neutral, is there a link to a site that displays any delays or Cancelled Flightations of flights to and from
negative, pleaseeee resume direct flights from FLL to PHL I don't want to fly with anyone else
negative, what to do when you show up to your destination with no clothes in your suitcase
neutral, Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime
negative, does anyone realize that banning peanuts on a flight due to an allergic person ignores oil dust from previous flights
negative, customer service is rude and bothered by our calls Has no idea what is going on and sighed heavily on the phone Unbelievable
negative, hrs Late Flightr human ended up a completely new flight so last flight out didn't sell out
negative, loses baggage a day ago and still has no idea or interest in finding it ALL items for new job in that bag Unacceptable
neutral, How do I get a companion pass Lin S
positive, Just sent DM Thanks for your attentiveness to this matter
negative, how about fixing the wifi flight where it's not working series plane so not like it's an old plane
negative, Like most if I'm watching free TV it works but won't hardly access any websites including your own
neutral, kids on a mission trip from Lasalle stranded in orlando they can't get back to Bos or PVD till WEDNESDAY
neutral, Pls Help Baby Hannah get the life saving surgeries she requiresShe needs your helpPls
negative, almost at the gate for to SF Please wait more seconds
negative, RT Paid for early bird boarding and got I said to that system is about dead She didn't understand
negative, All flights are booked  They are saying I have to wait until tomorrow
neutral, arrangements to reimburse me for the rental I had to get
positive, Me on one of your planes Thanks for taking me Arizona
negative, Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by
positive, Thanks
negative, my bag was and according to the rep they don't even know where it Please help
positive, have sent you a DM with the details Thanks
positive, thank you for the confirmation Maybe people on my flight have directional dislexia
neutral, got an email confirmation of wifi purchase on a recent flight Trouble I've never flown with you Ever
negative, really All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
neutral, Flight departs enroute to
negative, thank you for Cancelled Flighting my last minute of to I'm now missing one full day of my trip thanks to this
neutral, Are flights going into Dallas this morning Thanks
negative, you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
neutral, had to be stuck in the middle seat
neutral, Scavenger Hunt BE READY
positive, you know what'd be beyond awesome A pair of tickets to the show in ATL A girl can dream
positive, yes I was everything worked out great
positive, show me some love and a companion and thank you
negative, Cancelled Flightled my rescheduled to EWK gave me a that directed me to the worst in existence
positive, loved it
negative, needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage Monika at MWA needs a PR lesson
neutral, I am let's do this
negative, You completely let me down tonight Your gate agents' ambivalence is just too much How sad for you
positive, you're my early frontrunner for best airline
neutral, kudos to your rep Patricia at gate this Sunday morning at
negative, flight Cancelled Flightled new flight hours Late Flightr will sleep in airport tonight and cant even give me an A Boarding Group seat thx
neutral, Just reading your boarding we're a group of travellers with kids ranging from is it possible to sit together
negative, you're I do I've been traveling all day and you guys dropped the ball Making for a long night
negative, customer service has been very passive in their response Disappointed I have only flown SW but am rethinking
negative, broke the stroller my wife and baby gate checked They told her it's not their problem Calling the A List Preferred line now
negative, is this a joke My return flight is delayed too in a row New record from you guys
negative, nbd I was able to figure out a workaround Just wanted to help Got my bags less than hours Late Flightr Muchas grassy ass
negative, luggage delivery between Really After I was told by midnight multiple times Why lie Crazy and bad business
positive, Thx for the follow up Just sent DM
negative, now I don't get the common courtesy of my phone call answered Either policy is bad or people should be fired
positive, TY for your consideration
negative, apologies are whatever Please just deliver the bags like you said you would Feel like employees are lying to me
negative, what robot is running this account The same one that doesn't remember anything they ask Same conversation over and over
negative, It was never really lost it was put on another flight WITH my knowledge we just weren't sure what flight but I have it TY
positive, crew of was brilliant Rita was hilarious I know I've been down on you but this was a great flight
negative, is not being responding to the athletes
negative, A whole with a special Olympic athlete and you can't even call them
negative, would really like my baggage from yesterday Employees at Akron giving me a tough time
positive, thanks Very excited to see it
negative, glad you appreciate be the last dollar you ever get from me thanks to your wretched customer service
negative, waited mins for baggage and the service was suspended so no drink
neutral, flight going to add min extra because of the roads snow
positive, Thanks for helping my mom after wouldn't let her get on her plane in Orlando You're the best
negative, me again I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed Is this normal
neutral, I know that not everybody on flight can be time flying But in case it is people in front deplane not from the back
neutral, may I have my Companion pass please
positive, kudos to the crew of flight to GRR for making a very special memory for a sweet young and her Momma Well done
negative, thank you Paid for early bird and sat in back
positive, All good beers and ar
neutral, please
negative, minute wait for my bags Just what I needed on a Sunday night
positive, luv my companion pass
neutral, Winter Weather for Denver extended for tomorrow by chance Even to Late Flightr in the day would be super helpful
negative, it's ok I was supposed to be in California ago
negative, I need to Cancelled Flight one leg of a but can't seem to do this online Been on hold on the phone for minutes Any help
negative, preferred flight Cancelled Flightled min prior to boarding Best option was Tue afternoon Seriously Epic fail
neutral, Free TV watching Daytona
negative, I understand But it's and been consistent for years It's known around the country
positive, thank you
negative, been dealing with multiple offices for the last days Youve completely lost me as a customer unless my bag is back to me
negative, i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home
neutral, how do I get a companion pass
neutral, especially if it's your mom
neutral, how you like the treatment
negative, For can't pay hotel food Or transport to alternate city we are flying from Or give clear record of alt flight
neutral, I'm flying out of CUN tomorrow To DEN can I change my flight due to the travel advisory
negative, Tough I can take Zero meaningful assistance while stranded for days is another matter Looking for signs you care abt cust
negative, Don't apologize Do something about it Words mean nothing Actions work EOM
negative, after an hour and a half then it came back damaged Not happy
neutral, how long does it take for my Rapid Rewards points to be credited to my account
negative, why does the customer service have rather inconsistent information
positive, we're pulling off the runway now Making new friends with seat mates Thanks for the response CB
negative, but to make us tru to find space in other flights This customer service is as bad as
negative, no delay I pay for BS ticket You boarded flight early I'm last to board Now have middle seat Wasted
negative, first you had a good idea thatthis would happen and did not Cancelled Flight it then very amateurish that there was no plan
negative, very disappointed in your handling of tonight's Cancelled Flighted Dallas flight Not that it was Cancelled Flighted but no contingencies
positive, it's ok Southwest is still the best airline around Just hate when baggage room runs out My now checked bag has headphones
negative, please start flying to Huntsville so I never have to fly American Airlines again
neutral, Flight arrives at following flight from
negative, no you are you just care about mighty dollar
neutral, I have a child traveling cross countryshe's will be turning in marchand
neutral, how do you get one
neutral, retiring with my hubby and it's our wedding anniversary this year Companion pass please
positive, beautiful view flying into San CA this evening
positive, Thank you SWA and Shannon G for being a miracle worker
negative, But expect no help from Our flt was canx at the last minute for weather We flew home on weatherless
neutral, want go from New Orleans houston see my dad at md anderson can you help me out
positive, yes please
positive, I changed my flight through St Louis Thanks for the reply though
neutral, flying by myself is getting old
negative, really shouldn't offer sweeps if your link isn't going to work B
positive, Have had a companion pass for a few years and my wife and I use it all the time Thanks for making travel easy
negative, Why can we no longer change trips with a companion online Been doing it for now get message can't be done online
negative, WIFI is so slow it totally precludes working on the web Will NOT book SWA for business travel Wish I hadn't lit on fire
neutral, yes pleasemy son lives in NJ
neutral, companion pass please
positive, constantly providing wonderful views and service
negative, everyone deserves red carpet tx until they destroy your luggage give you like I want to fly again
negative, staff was overall awful through multiple airports would have switched airlines if another flight was available
positive, lol I already am  I am a card member as well too lol i enjoy flying with you Guys
positive, Anniversary on April Still Sweethearts Companions Lifetime Sons Families Love
neutral, we all need something to aim for
positive, YES pleaseHow do we get that companion pass
negative, on flight and I paid for wifi that can't load a website functionally except for your own live streaming Unacceptable
neutral, gimme
neutral, flights still going to DAL
negative, You've inspired me to start my own airline to combat your weak ass airline sick of this shit
neutral, is service to Aruba being permanently discontinued in August
positive, yes please
positive, I miss mine terribly A for my anniversary would be amazing It would mean LUV is in the air
positive, I my CP status Sure would be nice to have though
positive, Southwest Companion Pass would be great
neutral, I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend
positive, I want one
negative, everyones flights who were Cancelled Flightled today DESERVE
positive, Companion Pass Because everyone deserves treatment and a if it's your
positive, sign me up
neutral, I would love a treatment
neutral, how do I get my companion pass
neutral, Tell me the secrets to flying high
positive, That would be brighter than all the stars combined on the red carpet tonight
negative, How about auto check in for CP holders Come on
positive, got mine Just in time for the wife and my anniversary
positive, I love my Companion Pass
neutral, where is mines
positive, I continue to be amazed by the amazing customer service Thank you SWA
neutral, and how does one obtain this companion pass
positive, please
neutral, subscribe please
positive, sign me up
positive, just got minenow where to go
negative, wifi is the worst investment I have ever made
neutral, Can I get any help with Cancelled Flighting my flight reservation
negative, sitting in Newark because flight was Cancelled Flightled for no apparent reason All I was told was sorry after hrs waiting
neutral, I have followed you Awaiting your DM
neutral, dont have Atlanta to San fransisco in in the present like u had in the last saleIm looking for return tickets
negative, couldn't be bothered to help with my lost my luggage Not a single helpful employee owner to be found in BWI
negative, Seriously FOUR DELAYS Only takes minutes to get to Vegas from I have a connecting flight
negative, should get their shit together before they owe my for my bag
negative, I requested my boarding pass to be texted to me but I still haven't received it
negative, I gave you one more try Figured you could get a hr flight right Nope Delayed an hr Seems to be every time
negative, I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it
negative, I'm a huge fan and give y'all too much businessso please fix the damn wifi
neutral, got it Next time I will know about paying extra to make the A Line
negative, we understand air delays which are out of your terrible telephone apps and online access that do not work
neutral, Flying South by Southwest from SJC to SNA tiday
positive, thanks connection thru Nashville have boarding pass get to Dallas gate boarding min before flt get end of B group
positive, Weather keeps slowing us down Not your fault This is the time a Southwest flight of mine was Late Flight so I can't complain
positive, Thanks
neutral, still planing on flights into Dal We are trying to fly in tomorrow from lax
negative, now I can't board thanks You guys moved me to standby I've been holding this boarding pass since yesterday
positive, has a beautiful fleet What a perfect evening to fly
positive, Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to Impressed
neutral, My GF lost the promise ring I gave her on flight It's an infinity silver band ring Please help
negative, Two delayed flights in a row Neither one of them explained
negative, been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working I have a job to
negative, you guys should stop doing service in Denver it's horrible I get stuck here every time I've been here almost
positive, Thanks Only a minor delay so not a big deal the concern though Boarding now You do have amazing service
neutral, Traveling with a year old Thursday He does not need an correct
neutral, How's Dallas incoming looking I'm scheduled to fly in at and wondering if I'll be stuck in St Louis instead
negative, Had a very unpleasant experience over the phone with one of your agents a Cancelled Flightled flight I have the name agent ID
negative, your wifi is angering me with its slowness
positive, thank you
negative, we've been at the gate a long time We're gonna miss our connection at MDW Ack
positive, I tweeted several times last week about flight info during always a timely tweet back Thx
negative, Sort but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city Not cool at all
negative, promised rooms until and the hotel charged us per room because we had a pink paper needed white
negative, just sent it
negative, if you have a rules you should probably apply them all the times not just sometimes
neutral, your hold music sounds like it's from Super Mario Bros for gameboy color
positive, props to your LAS employees working gate Because of them I am not opposed to flying through or to LAS in the future
negative, baggage delivery at BWI very delayed and unnecessarily chaotic Disappointing after a long trip From a frequent traveler
negative, most other carriers were flying out way past SW Cancelled Flightlation and got their passengers out much Late Flightr
negative, extremely frustrating travel experience in Denver Instead of landing in SEA on now it's Monday afternoon
negative, I will be calling someone on Monday in customer relations Very disappointed in how I was treated by customer service
negative, your complimentary hotel vouchers are BS a night for the crappiest hotel ever I wouldn't wish this on my worst enemy
negative, worst air line you have no compassion of the handicapped
neutral, when are the two free flights promo coming back Looking into the premiere card but might hold off or go with another option
negative, you are a bunch of liars Cancelled Flightled our flight and rebooked us four days Late Flightr
neutral, done
neutral, currently rebooked thru Dallas but I hear they are expecting an ice storm
neutral, check out our grader's school science fair project She loves flying on Southwest Airlines
positive, ohk Thank You of the inexpensive airfares that Southwest has I can now travel around
negative, my golf bag was broken on the flight I just took What's the process for damage reimbursement
negative, ridiculous how you want to charge me to change flights even with multiple seats available on the flight I needed
positive, Mad love
negative, thanks for Cancelled Flighting our flight to BOS We're stranded in DEN til Wed night The of us will never fly again
negative, I was trying to find airfare for my family Your prices are ridiculous Almost more than
positive, My Fav
negative, our flight is delayed till tomorrow curse the weather
negative, now I'm so lucky for my forced good deed I get to be smashed between huge ppl in the exit row Thank God I'm tiny
neutral, Wish you allowed to access you site for awards tracking
positive, just got it back about mins ago Went about hrs it but I appreciate the support voucher for essentials
neutral, party in
negative, BTW I was completely unable to buy wifi for my flight using Galaxy Couldn't zoom out or scroll to touch Buy
neutral, is having a party in the atl terminal
neutral, I heard a rumor flight was Cancelled Flightled Is this true
positive, is hosting an party in the terminal in Atlanta
positive, Just watched crew on flight help elderly lady off
negative, it was not still don't know where skis are and cannot get a call back from bag svc at airport several
negative, wife's flight to DAL just got Cancelled Flightled What does she do to find options to get back home
negative, thanks for the response flight time has passed rebooked now
negative, RT Sorry to hear about the WiFi Dani Please DM us your conf so we can help you Thanks
positive, you guys rule I will DM you Thank you
positive, good to be back See you all again in several weeks
negative, Boooo Don't be like the other airlines
positive, stewardess really funny Now I could get the gent next to me to use some this would be the perfect flight
negative, FIND A WAY TO Cancelled Flight FLIGHT
neutral, how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday
negative, thx for the note Flight was Cancelled Flightled and today is all booked so had to go with another carrier
negative, could I get a phone call from a customer service rep to get the issue resolved
positive, think you have great people working for you
positive, Way to go flying out of Denver today Must be the only airline not Cancelled flights
negative, here's a firstboth pilot and first officer in galley during flight
neutral, any updates on flights getting Cancelled Flighted into DAL I have a connecting flight there and hope it doesn't delay due to weather
negative, Flight got Cancelled Flightled hrs before takeoff No Customer Service Been on hold for minutes
neutral, my flight continues through to Vegas after my stop Don't be upset if a stowaway
negative, waiting over a half hour for my checked baggage to be delivered No updates from any ground crew
negative, Promotion today and has a defective link for the Vegas sweepstakesit times out with error
neutral, safety back in Dallas
negative, No like I said I could not reach anyone at your company so I had to rent a car and chalk the whole thing up to a loss
positive, you guys are so amazing for sending people to meet Imagine Dragons
neutral, not a weather delay We've had beautiful weather in Sunny California
negative, As a frequent I've never been treated so coldly had an airline offer nothing when my flight was Cancelled Flightled
negative, neveryamind I paid for a flight for a new bag is easy for business class right
negative, our baggage we don't cover that Small ripped snow busted zippers SORRY
negative, Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no transport
negative, What's happened to your customer service Cancelled Flightled flights in days an uninformed and unapologetic staff
neutral, check the head of the there has been dynamite placed onto it
negative, Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues
neutral, For the past yrs I earned status thru a rnd trips in months How can I get that option again
negative, we didn't nothing was ruined just wet Just frustrating when after traveling for hours you can't change into clean clothes
neutral, yeah it happens The PHX airport has extra long waits all spring long Something locals know but tourist don't just FYI
negative, I tried for to contact SW email no reply Late Flightr u what could you do at this point
neutral, Arkansas Gov plans to sign Governor that legalizes discrimination of LGBTCan you lend your voice to a state boycott
neutral, if I am a rapid awards does my points apply after I have taken my round trip
positive, was in a line a mile long at sky harbor this morning Your staff was courteous and expeditious Thank you
negative, I have never had such awful customer service and conflicting service Outrageous
positive, Just realized I had the wrong departure date Thanks for making changes easy
neutral, will Southwest have any other specials like the one they are running now
positive, last week I flew from DAL to LAX You got us in almost an hour early Thank You
neutral, will the Daytona be available on free TV
neutral, flying flight tonight at from I have boarding position Is it overbooked Really don't want to be bumped
negative, no I wasn't After over an hour was too frustrated and had to hang up
negative, Thanks for the terrible service Stranded in MDW for now can't find confirmation for rebooked flight from MKE
negative, fyi the link in your baggage incident email redirects to a on mobile The link auto changes on mobile Desktop works fine
positive, I will say that your customer service has consistently been the very best
positive, Appreciate the tweet back It was unexpected
neutral, need to Cancelled Flight a few more can you please check DM
negative, mom Hire more staff to accommodate your audience You could learn lots from her She's off to FL
positive, Although the wait was long due to weather a phone call and super rep solved the issue Thank you
neutral, when are you starting routes to and
neutral, flying flight tonight at from I have boarding position Is flight overbooked Have funeral to attend
negative, I was never able to talk so someone so had to buy another new ticket Will be calling shortly for refund
negative, total of hrs and mins holding Cell battery died Finally made arrangements w kind Rep
positive, y'all are better then
negative, no after mins of I finally hung up Ridiculous wait times Can you assist in Cancelled Flighting reservation
positive, Make the world a better Visit an elderly relative
neutral, What is the best credit card to to get miles with y'all
negative, some woman gets on plane and holds seats in the bulkhead for her friends with C boarding passes I paid earlybird thx
negative, grouchy about this flight
negative, plane switch on meant back of plane
negative, you have let me down
negative, while you clearly didn't care about our troubles yday thought I'd share bags took and came back absolutely drenched
neutral, can you follow for quick DM
neutral, can you help
negative, looks like you are up and running for the day Still can't get through on the phone Can you follow so I can dm you my info
negative, almost missed flight long slow BWI ticket Rather make a complaint or your flight
negative, I start a new job tomorrow you Cancelled Flight my flight and you really can't get me on another flight today
negative, no HUMAN contact for mths from cust relations or refund dept If ever a problem do u have humans I can talk to
neutral, CEO using band to help to people
neutral, i forgot to put my tsa pre number in before I checked in It is now in my profile but will it be on my boarding pass in the am
neutral, you have open seats on flight pvd to MCO today
negative, you cx'ed almost the entire east coast flights All other planes are taking off any traveling fine I need to get to Nev ASAP
negative, hours on hold for customer service never us SW again
positive, FINALLY A Passbook option for the SWA App Thank you
neutral, my in law need to get to Florida desperately flying is there anything you can do
positive, I've DM'd you Thanks
positive, Great flight yesterday from MSY to AUS Thank you for such great and beautiful skies
neutral, I was under the impression when there is an hour delay in your flight because of equipment compensation is offered
neutral, Can you give me info on Flt out of BDL I see it's Cancelled Flightled
negative, stuck in NYC flights Cancelled Flightled days in a row Long wait times on phones Running out of but SWA no help
negative, do you ever reinstate Cancelled Flighted flights
positive, great example of customer service this morning at MSY headed to ATL Alison and Bobbi were fantastic Gate Thank you
negative, I'm running out of money to keep paying for hotel rooms food in NYC You don't help people with spent
negative, Flightledtried to get refund but on hold Can I get it after my flight would have departed
positive, Offers Atlanta Unprecedented Perk
negative, want to pick up a customer from sign me up
negative, Cancelled Flighted Sunday flight to Dallasnext flight out is Tuesday afternoon Stranded
neutral, what does a woman got to do to get a chance of a lifetime
negative, I use to swa but after an hour and counting on for a flight they Cancelled Flighted on me
negative, Will my luggage be on that flight No Y not bc ur on that flight n it won't end up where ur goin
negative, you in the hrs we were hanging out there no I understand things get crazy n sometimes hours isn't long enough
positive, Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw
negative, want to explain why I was on hold for hrs tonight trying to reach customer service only to learn they're only there
negative, Cancelled Flightled flights and asshole phone support
negative, flight Cancelled Flightled out of BWI to PBI Can't get out until Monday What are the chances the seats open up for a flight on
negative, been on hold for hrs What's up
neutral, flying flight tomorrow at from I have boarding position Is flight overbooked Have funeral to attend
negative, we are having a real issue trying to get thru to you On hold for hours got disconnected Please help
negative, now on hold for hours waiting to speak to someone about my Cancelled Flightled flight from Philly to ORL
neutral, better travel My Kindle Easy Tips guide
negative, what happend Why did flight get Cancelled Flighted for was on hold for over an hour and no help
negative, that's gotta be a new hrs in the hrs waiting and bags delivered to destination
positive, Thank you for your help Adam and to the awesome gate agents at in LAS for getting us home
negative, yall have me sleeping in the airport until tomorrow thanks
negative, I've been on hold for hours to reschedule my Cancelled Flightled flight for the morning What gives I need help NOW
negative, southwest changes my flight to a different time and city and blames it on me They won't correct it
positive, Southwest Airline is THE way to go
negative, been holding for hour and minutes To rebook Cancelled FlightlationYou guys need more help
negative, Flight Cancelled two hours on hold Then it just hangs up A little help here
negative, I was on hold for over hours and my call got disconnected Thanks a lot
negative, everything OK This is my call for the day and this time I've been on hold for hrs I'll hang up and try again
negative, Your hold music needs be tracks have loud phone button mashing tones in themEstimated wait time would help
negative, Was on hold for hours before you disconnected me after my flight was Cancelled Flightled Swell you
negative, weather delays aren't your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
positive, thanks for getting me home from Denver tonight despite the snow
negative, u texted that my flight from Denver to SD tmrw is Cancelled Flightled Been on hold for an hour trying to get help Any other flights
negative, wow minutes on so far Now phone is dying
neutral, are you hiring for flight attendants right now
positive, never lets me down
negative, on hold now for Hour mins Whats the holdup
negative, been waiting for minutes on hold because yall Cancelled Flightled my return flight Answer the phone
positive, DeLacy P is a compassionate professional Despite the flight challenges she made passengers feel like
positive, The crew on flt and customer service professionals at baggage claim are OUTSTANDING Thank you
negative, How to find out if my parents luggage really went to FLL on a Cancelled Flighted SW flight Called long long waits
negative, been on hold for an hour I need to rebook my flight that was Cancelled Flighted
neutral, can you speed up your flight from AZ to Omaha I need to see muh boy
negative, flight Cancelled stuck for days Paid for A boarding Refused to honor it with rescheduled flight
negative, Flight today from PHL to DAL Cancelled Flightled min on rebooked for tomorrow Now that flight is Cancelled Flightled On hold again
negative, been on hold over an hr to rebook a Cancelled Flighted flight Do you have anyone working
positive, Thanks for helping out Class all the way see you in the air
negative, flight to BOS Cancelled no flights till spent to get a flight through another airline for hotel Refund
negative, Flight was Cancelled I've been on hold for minutes with no human interaction I wanna get away
negative, On hold with airline min and counting Service is terrible
negative, On hold for minutes trying to rebook a Cancelled Flightled flight with a companion ticket Help
negative, why am I still in Baltimore is doing laps around us and laughing about it ridiculous
neutral, I'm ready for in Vegas May
negative, you have the worst you Cancelled Flightled all your flights FLL to PHL all flights flew Stuck in FL days
negative, my flight was Cancelled Flighted for tomorrow and hold times are long can I Cancelled Flight a leg with you
negative, your phone lines suck I have a dilemma
negative, a week after Valentines daynot feeling the Going on hrs and don't my bags aren't even coming w me
negative, i sure hope you are able to get my bag to Memphis for tomorrowwould be nice to have some clean clothes for work
negative, You rerouted my bf's flight and he's diabetic with little even though we tried to change the agent wouldn't do it
negative, no such thing as a free flight Gonna be spending on board rental bc couldn't get my baggage to greenville w me
negative, Cancelled Flightled all flights Fort Lauderdale to Philly USAir flights got to Philly with no problem WTF is wrong with SW
positive, Kudos for adding to your app I LOVE IT
positive, male flight attendant on flight from Orlando to Indy was AMAZING He needs a raise Had the best experience with him
negative, why was flight out of Boston tmrw Cancelled Flightled
negative, you have no baggage tracking system
positive, Thx for the GRAND view today FLT SEATAC to PHX
negative, still haven't left Maybe by the time I'm suppose to fly back to Austin on Tuesday we'll have moved
negative, coming up on hrs and all at the not leaving and without my baggage SWA you are my nightmare
negative, finally boarded Looks like I'll make it to my final destination but my baggage won't baggagefail
neutral, I am just wondering when are you going to open up fares for November
neutral, passengers on this plane I should've just grabbed my baggage and gave it its own seat
negative, crazy how every airline flew out to the northeast tonight except you
negative, to get bag checked n miss my spend all day n not get my baggage at the end of it all
positive, I wanted to thank the great efforts of Jamie McKinnie in BUF she is a true pro during major delays she was owning it
negative, I'm flying in a couple of weeks and I need my ticket changed from my maiden name to my married name Pls help
negative, hours at this airport and you can't move a bag from one plane to another
neutral, How do I retroactively add previous to current rapid rewards balance
neutral, sending now via dm
positive, Thanks for making good on 's Cancelled Flightled flight
positive, just sent another drink couponsI think I have over coupons now free drinks anyone
neutral, quick let's say I book a flight did and you then drop the price Do I get the cheaper rate
negative, How many trees have to die before you stop trying to sell us a credit card
negative, bags fly freejust not to where you're going
negative, hrs to put a tag on my bag sayin it should go to greenville instead of Raleigh ARE YOU KIDDING ME
negative, Disappointed in the FAA regulation you have furnish proof of age toddler Thx for the unnecessary headache
positive, I love you Southwest I accept all your flight attendants and their many talents always
negative, Am I flying on Spirit air
negative, hrs in still not going to get my baggage to greenville w me This is just unbelievable
positive, Flying with you in first time on southwest Can't wait Flew American airlines last time Was meh
negative, baggage claim has already changed recent had bags come out and then stopclaim team has no idea what's going on
neutral, Just sent DM with confirmation number and passenger name on SWA
negative, Flight why do multiple tracking sites have more up to date info than SWA's app and website
negative, had to fly for we cldnt reach SWA to reroute SWA Cancelled Flightlation Voucher wld help
negative, you are the worst airline Congrats
neutral, Have a cup coffee and relax while you check out the New Deals and Promotions at twice a month at Doug
positive, I'll do that Can't DM until you follow me Thanks
negative, now our pilots timed
positive, Thanks for sending my kid to the concert Vegas So awesome
negative, my rating for Southwest on s scale of to
negative, we are trying to fly back from Orlando to BWI The website has crashed and no one answered the phone
positive, Yes Just a few minutes after my tweet She was able to reschedule her flight Thanks
negative, please help us check in i never expected you to make travel painful just like the rest all of a
negative, can't fly in precipitation and has planes that don't work after airline had better be a charm tomorrow
negative, went to front restroom on on sink sign that said no use hand sanitizer First time I've ever seen that GROSS
negative, wifi on my plane but I gotta pay for it Help your broke homegirl
negative, yep after two hours and thirty minutes
negative, hey Why don't you add the intl number to your error when checking in Going on hrs looking for a way to checkin
negative, I finally hung up after hours and was not able to get the flight I needed
negative, My wife needs help She is stranded in Chicago and can't get out until Monday They won't find her bag because volume too high
negative, I was on hold for two hours and finally hung up I was able to do what I needed to without customer service eventually
negative, I'm here airport I've waited hours for my bag No one knows shit Mgmt knows nothing mad customer
negative, how you gonna Cancelled Flight my flight but run flights at the exact same time Cmon fam
negative, Thank you Still wish someone picked up the phone dead phone Taking your tweet as a refund confirmation
neutral, The Opal Dragon book The Dragon has woven his murdering ways from the Philippines to Australia
negative, had to Cancelled Flight my flight because my Cavalli calves was interfering with the onboard equipment
positive, Gate attendant at McCarran to went above and beyond After a long day of frustration it was welcome
negative, please refund my ticket What a terrible experience
positive, three cheers to your Denver staff Don't know if we will get out but they're keeping us smiling
negative, Conf Finally got through told the flight was completely booked That would have been better info than advise call
negative, lost bag on flight to Vegas Now to El Paso Going to Dallas love Gate attendant said see if can coordinate to get it to Love
negative, breaking my heart at BWI hrs
negative, Officially a customer support game of wills on hold Who's the loser here Oh that's me
negative, gave up after hr minutes on hold Maybe put a few more people on it
negative, hrs bags being returned to us after flight Cancelled Flightled Maybe put a couple people on it
negative, I had to switch airlines and eat the difference was not and Cancelled Flight all plans for sat sun
positive, Great commercial Thx
negative, well I'm not sure what there is you can do The bad experience had already been had
neutral, is now recruiting for Fall Spring Internships Davidson
negative, There is no way that I am getting back on a plane with your airline I will be calling to get a refund As I drive hrs home
